seed,scenario_id,true_error,syndrome,candidate_count,baseline_correction,baseline_confidence,baseline_logical_risk,baseline_formal_logical_success,baseline_formal_logical_failure,baseline_residual,oracle_best_correction,oracle_best_logical_risk,oracle_best_formal_logical_success,oracle_best_formal_logical_failure,oracle_best_residual,qdsv_raw_correction,qdsv_raw_confidence,qdsv_raw_logical_risk,qdsv_raw_formal_logical_success,qdsv_raw_formal_logical_failure,qdsv_raw_residual,qdsv_guarded_correction,qdsv_guarded_confidence,qdsv_guarded_logical_risk,qdsv_guarded_formal_logical_success,qdsv_guarded_formal_logical_failure,qdsv_guarded_residual,raw_risk_delta,guarded_risk_delta,raw_logical_failure_delta,guarded_logical_failure_delta,raw_override_attempted,guarded_override_accepted,guarded_override_rejected,guarded_reason,raw_bad_override,guarded_bad_override,raw_successful_override,guarded_successful_override,evidence_insufficient_flag,qdsv_score_margin,timing_candidate_ms,timing_qdsv_ms,timing_total_ms
710001,10,IYIIIII,010010,14,IYIIIII,977,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,977,78,True,False,IIIIIII,IYIIIII,977,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,325.81834885523267,6.4211999997496605,2.499500000340049,11.351400000421563
710001,11,IIIIXII,000101,14,IIIIXII,987,68,True,False,IIIIIII,IIIIXII,68,True,False,IIIIIII,IIIIXII,987,68,True,False,IIIIIII,IIIIXII,987,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,319.29763039279567,6.2776000013400335,2.4963999985629926,10.47169999947073
710001,12,IIIIIZI,110000,14,IIIIIZI,1000,68,True,False,IIIIIII,IIIIIZI,68,True,False,IIIIIII,IIIIIZI,1000,68,True,False,IIIIIII,IIIIIZI,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,324.2878802495293,7.201899999927264,2.508099998522084,11.505300000862917
710001,13,IIIIIXI,000110,14,IIIIIXI,964,68,True,False,IIIIIII,IIIIIXI,68,True,False,IIIIIII,IIIIIXI,964,68,True,False,IIIIIII,IIIIIXI,964,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,315.210681395661,6.38259999868751,2.5243999989470467,11.386500000298838
710001,14,IIXIIII,000011,14,IIXIIII,1000,68,True,False,IIIIIII,IIXIIII,68,True,False,IIIIIII,IIXIIII,1000,68,True,False,IIIIIII,IIXIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,323.562640134916,6.773600000087754,2.606000000014319,11.277499999778229
710001,15,IIXIIII,000011,14,IIXIIII,965,68,True,False,IIIIIII,IIXIIII,68,True,False,IIIIIII,IIXIIII,965,68,True,False,IIIIIII,IIXIIII,965,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,315.2412246621367,7.913499999631313,2.521399999750429,12.415299999702256
710001,16,IIIIYII,101101,14,IIIIYII,1000,78,True,False,IIIIIII,IIIIYII,78,True,False,IIIIIII,IIIIYII,1000,78,True,False,IIIIIII,IIIIYII,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,329.14594025924407,8.147000000462867,2.647400000569178,12.84510000004957
710001,17,IIIZIII,100000,14,IIIZIII,1000,68,True,False,IIIIIII,IIIZIII,68,True,False,IIIIIII,IIIZIII,1000,68,True,False,IIIIIII,IIIZIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,324.5296269544003,6.433799999285839,3.3540000003995374,12.256300000444753
710001,18,IIXIIII,000011,14,IIXIIII,991,68,True,False,IIIIIII,IIXIIII,68,True,False,IIIIIII,IIXIIII,991,68,True,False,IIIIIII,IIXIIII,991,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,324.8591043182971,6.916500000443193,2.539499999329564,11.209700000108569
710001,19,IIIIYII,101101,14,IIIIYII,983,78,True,False,IIIIIII,IIIIYII,78,True,False,IIIIIII,IIIIYII,983,78,True,False,IIIIIII,IIIIYII,983,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,327.65809326784006,8.169599999746424,2.7307000000291737,13.26110000081826
710001,20,IIIIIIZ,111000,14,IIIIIIZ,1000,68,True,False,IIIIIII,IIIIIIZ,68,True,False,IIIIIII,IIIIIIZ,1000,68,True,False,IIIIIII,IIIIIIZ,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.17818626672124,8.931100001063896,2.727299999605748,14.060899999094545
710001,21,IIIIIIZ,111000,14,IIIIIIZ,1000,68,True,False,IIIIIII,IIIIIIZ,68,True,False,IIIIIII,IIIIIIZ,1000,68,True,False,IIIIIII,IIIIIIZ,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,321.26604643864096,7.0666999999957625,3.5951999998360407,15.085999999428168
710001,22,IIIIIYI,110110,14,IIIIIYI,1000,78,True,False,IIIIIII,IIIIIYI,78,True,False,IIIIIII,IIIIIYI,1000,78,True,False,IIIIIII,IIIIIYI,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,333.8509030099604,7.19559999924968,3.0487000003631692,13.44019999851298
710001,23,IIIIIIZ,111000,14,IZIIZII,1000,256,False,True,IZIIZIZ,IIIIIIZ,68,True,False,IIIIIII,IIIIIIZ,954,68,True,False,IIIIIII,IIIIIIZ,954,68,True,False,IIIIIII,188,188,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,300.0378263813344,7.154000000809901,3.428700001677498,13.145799999620067
710001,24,YIIIIII,001001,14,YIIIIII,1000,78,True,False,IIIIIII,YIIIIII,78,True,False,IIIIIII,YIIIIII,1000,78,True,False,IIIIIII,YIIIIII,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,331.02792535953057,7.727399999566842,2.743400000326801,12.519199999587727
710001,25,IIIXIII,000100,14,XIIIXII,1000,256,False,True,XIIXXII,IIIXIII,68,True,False,IIIIIII,IIIXIII,966,68,True,False,IIIIIII,IIIXIII,966,68,True,False,IIIIIII,188,188,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,301.8548258082685,8.302500000354485,2.6835999997274484,13.208700000177487
710001,26,IXIIIII,000010,14,XIXIIII,1000,256,False,True,XXXIIII,IXIIIII,68,True,False,IIIIIII,IXIIIII,947,68,True,False,IIIIIII,IXIIIII,947,68,True,False,IIIIIII,188,188,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,298.97791004895623,7.588899999973364,2.7489999993122183,13.318599998456193
710001,27,IIIIZII,101000,14,IIIIZII,1000,68,True,False,IIIIIII,IIIIZII,68,True,False,IIIIIII,IIIIZII,1000,68,True,False,IIIIIII,IIIIZII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,321.26604643864096,7.645900001080008,3.6375999989104457,13.811200000418467
710001,28,IIIIXII,000101,14,IIIIXII,1000,68,True,False,IIIIIII,IIIIXII,68,True,False,IIIIIII,IIIIXII,1000,68,True,False,IIIIIII,IIIIXII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.66167967646334,7.883700000093086,3.720400000020163,14.355600000271806
710001,29,IIIIIIY,111111,14,IIIIIIY,999,78,True,False,IIIIIII,IIIIIIY,78,True,False,IIIIIII,IIIIIIY,999,78,True,False,IIIIIII,IIIIIIY,999,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,331.23100558875694,7.562400000097114,2.5325000005977927,12.081799999577925
710001,30,IIIZIII,100000,14,IIIZIII,1000,68,True,False,IIIIIII,IIIZIII,68,True,False,IIIIIII,IIIZIII,1000,68,True,False,IIIIIII,IIIZIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,322.4747799629963,7.698999999774969,2.4948999998741783,12.02240000020538
710001,31,IIIIIYI,110110,14,IIIIIYI,995,78,True,False,IIIIIII,IIIIIYI,78,True,False,IIIIIII,IIIIIYI,995,78,True,False,IIIIIII,IIIIIYI,995,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,331.1023339555192,6.41170000017155,2.65179999951215,11.516100001244922
710001,32,IXIIIII,000010,14,IXIIIII,1000,68,True,False,IIIIIII,IXIIIII,68,True,False,IIIIIII,IXIIIII,1000,68,True,False,IIIIIII,IXIIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.4199329715923,6.71880000118108,2.490699998816126,10.962399999698391
710001,33,IIZIIII,011000,14,IIZIIII,980,68,True,False,IIIIIII,IIZIIII,68,True,False,IIIIIII,IIZIIII,980,68,True,False,IIIIIII,IIZIIII,980,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,317.02898053606225,8.118899999317364,2.5103999996645143,12.623099999473197
710001,34,XIIIIII,000001,14,XIIIIII,948,68,True,False,IIIIIII,XIIIIII,68,True,False,IIIIIII,XIIIIII,948,68,True,False,IIIIIII,XIIIIII,948,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,316.53508941858377,7.491899999877205,2.589899999293266,12.344900000243797
710001,35,IIIZIII,100000,14,IIIZIII,969,68,True,False,IIIIIII,IIIZIII,68,True,False,IIIIIII,IIIZIII,969,68,True,False,IIIIIII,IIIZIII,969,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,316.3303845475235,6.412600001567625,3.057500000068103,11.317800001052092
710001,36,IYIIIII,010010,14,IYIIIII,961,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,961,78,True,False,IIIIIII,IYIIIII,961,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,326.4799030099605,6.930899999133544,2.4924999997892883,11.198399999557296
710001,37,IIYIIII,011011,14,IIYIIII,1000,78,True,False,IIIIIII,IIYIIII,78,True,False,IIIIIII,IIYIIII,1000,78,True,False,IIIIIII,IIYIIII,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,331.73366977213806,7.403400000839611,2.5182000008499017,11.842599998999503
710001,38,IYIIIII,010010,14,IYIIIII,957,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,957,78,True,False,IIIIIII,IYIIIII,957,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.35240386955934,6.228700000065146,3.4307999994780403,11.481100000310107
710001,39,IIIYIII,100100,14,IIIYIII,1000,78,True,False,IIIIIII,IIIYIII,78,True,False,IIIIIII,IIIYIII,1000,78,True,False,IIIIIII,IIIYIII,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,326.79345888388593,6.8358999997144565,2.5089000009757,11.0980000008567
710002,0,IIIIIYI,110110,14,IIIIIYI,1000,78,True,False,IIIIIII,IIIIIYI,78,True,False,IIIIIII,IIIIIYI,1000,78,True,False,IIIIIII,IIIIIYI,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,327.969699571565,8.132299999488168,2.47990000025311,12.350200000582845
710002,1,IYIIIII,010010,14,IYIIIII,974,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,974,78,True,False,IIIIIII,IYIIIII,974,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,323.7222359612498,8.20440000097733,2.51620000017283,12.659100000746548
710002,2,IZIIIII,010000,14,IZIIIII,958,68,True,False,IIIIIII,IZIIIII,68,True,False,IIIIIII,IZIIIII,958,68,True,False,IIIIIII,IZIIIII,958,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,317.2031421406467,6.44800000009127,3.869500000291737,12.328999999226653
710002,3,IIXIIII,000011,14,IIXIIII,1000,68,True,False,IIIIIII,IIXIIII,68,True,False,IIIIIII,IIXIIII,1000,68,True,False,IIIIIII,IIXIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,325.13399371657795,9.375900001032278,3.673599998364807,15.372500000012224
710002,4,IYIIIII,010010,14,IYIIIII,1000,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,1000,78,True,False,IIIIIII,IYIIIII,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,331.1455494282985,7.3142000001098495,2.6723999999376247,11.980600000242703
710002,5,IIIIIXI,000110,14,IIIIIXI,994,68,True,False,IIIIIII,IIIIIXI,68,True,False,IIIIIII,IIIIIXI,994,68,True,False,IIIIIII,IIIIIXI,994,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,323.3793805360623,7.368200000200886,2.6319999997213017,11.981900001046597
710002,6,IIIIIYI,110110,14,IIIIIYI,996,78,True,False,IIIIIII,IIIIIYI,78,True,False,IIIIIII,IIIIIYI,996,78,True,False,IIIIIII,IIIIIYI,996,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,326.90003538818394,7.640100000571692,2.7266999986750307,13.240500000392785
710002,7,ZIIIIII,001000,14,ZIIIIII,941,68,True,False,IIIIIII,ZIIIIII,68,True,False,IIIIIII,ZIIIIII,941,68,True,False,IIIIIII,ZIIIIII,941,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,311.728099160704,7.193200000983779,3.722199999174336,13.257399999929476
710002,8,IIIZIII,100000,14,IIIZIII,1000,68,True,False,IIIIIII,IIIZIII,68,True,False,IIIIIII,IIIZIII,1000,68,True,False,IIIIIII,IIIZIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,323.562640134916,6.898800000271876,2.4847000004228903,11.156500000652159
710002,9,IIIXIII,000100,14,IIIXIII,959,68,True,False,IIIIIII,IIIXIII,68,True,False,IIIIIII,IIIXIII,959,68,True,False,IIIIIII,IIIXIII,959,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,314.21185159623417,7.2130999997170875,2.482600000803359,11.464700000942685
710002,10,IIIIIIY,111111,14,IIYYIII,1000,276,False,True,IIYYIIY,IIIIIIY,78,True,False,IIIIIII,IIIIIIY,960,78,True,False,IIIIIII,IIIIIIY,960,78,True,False,IIIIIII,198,198,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,308.09838037385737,6.285200001002522,2.8024000002915272,11.078100000304403
710002,11,YIIIIII,001001,14,YIIIIII,965,78,True,False,IIIIIII,YIIIIII,78,True,False,IIIIIII,YIIIIII,965,78,True,False,IIIIIII,YIIIIII,965,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,326.4909505744303,6.550300000526477,2.5015999999595806,10.91670000096201
710002,12,YIIIIII,001001,14,YIIIIII,986,78,True,False,IIIIIII,YIIIIII,78,True,False,IIIIIII,YIIIIII,986,78,True,False,IIIIIII,YIIIIII,986,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,328.22509326784007,7.76659999974072,2.4835000003804453,12.036000000080094
710002,13,IZIIIII,010000,14,IZIIIII,1000,68,True,False,IIIIIII,IZIIIII,68,True,False,IIIIIII,IZIIIII,1000,68,True,False,IIIIIII,IZIIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,325.0131203641424,6.370700000843499,2.548299999034498,11.759499999243417
710002,14,IIIIIYI,110110,14,IIIIIYI,974,78,True,False,IIIIIII,IIIIIYI,78,True,False,IIIIIII,IIIIIYI,974,78,True,False,IIIIIII,IIIIIYI,974,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,323.1341156174103,6.470000000263099,2.461399999447167,10.66499999978987
710002,15,IIZIIII,011000,14,IIZIIII,1000,68,True,False,IIIIIII,IIZIIII,68,True,False,IIIIIII,IIZIIII,1000,68,True,False,IIIIIII,IIZIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,324.2878802495293,7.4581000008038245,2.5205999991158023,11.755600000469713
710002,16,IIIIXII,000101,14,IIIIXII,983,68,True,False,IIIIIII,IIIIXII,68,True,False,IIIIIII,IIIIXII,983,68,True,False,IIIIIII,IIIIXII,983,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,321.8346710804749,6.656300000031479,2.543399999922258,11.817900000096415
710002,17,XIIIIII,000001,14,XIIIIII,1000,68,True,False,IIIIIII,XIIIIII,68,True,False,IIIIIII,XIIIIII,1000,68,True,False,IIIIIII,XIIIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,324.65050030683585,6.269199999223929,2.47510000008333,10.444100000313483
710002,18,XIIIIII,000001,14,XIIIIII,1000,68,True,False,IIIIIII,XIIIIII,68,True,False,IIIIIII,XIIIIII,1000,68,True,False,IIIIIII,XIIIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.9034263813344,8.373699998628581,2.4921000003814697,12.748999999530497
710002,19,IYIIIII,010010,14,IYIIIII,933,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,933,78,True,False,IIIIIII,IYIIIII,933,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.7566147578114,7.517100000768551,2.5836999993771315,12.025800000628806
710002,20,IIIIIYI,110110,14,IIIIIYI,988,78,True,False,IIIIIII,IIIIIYI,78,True,False,IIIIIII,IIIIIYI,988,78,True,False,IIIIIII,IIIIIYI,988,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,330.87715859735295,6.194300000061048,3.178900000420981,11.175300000104471
710002,21,IIZIIII,011000,14,YYXIIII,1000,464,False,True,YYYIIII,IIZIIII,68,True,False,IIIIIII,IIZIIII,996,68,True,False,IIIIIII,IIZIIII,996,68,True,False,IIIIIII,396,396,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,320.9021266678674,6.782000000384869,2.689200000531855,11.30620000003546
710002,22,IIIIXII,000101,14,IIIIXII,1000,68,True,False,IIIIIII,IIIIXII,68,True,False,IIIIIII,IIIIXII,1000,68,True,False,IIIIIII,IIIIXII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,320.9034263813344,8.167100000719074,2.537000000302214,12.731999999232357
710002,23,IXIIIII,000010,14,IYIZIZI,984,454,False,True,IZIZIZI,IXIIIII,68,True,False,IIIIIII,IXIIIII,948,68,True,False,IIIIIII,IXIIIII,948,68,True,False,IIIIIII,386,386,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,315.3263558942284,6.234700000277371,2.6164999999309657,12.275299999600975
710002,24,IIIIIIX,000111,14,IIIIIIX,1000,68,True,False,IIIIIII,IIIIIIX,68,True,False,IIIIIII,IIIIIIX,1000,68,True,False,IIIIIII,IIIIIIX,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,325.61748712632004,6.548499999553314,2.4967000008473406,10.769600001367508
710002,25,ZIIIIII,001000,14,ZIIIIII,1000,68,True,False,IIIIIII,ZIIIIII,68,True,False,IIIIIII,ZIIIIII,1000,68,True,False,IIIIIII,ZIIIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,328.7601942896439,7.565199999589822,2.5718999986565905,11.936500000956585
710002,26,IIIZIII,100000,14,IIIZIII,979,68,True,False,IIIIIII,IIIZIII,68,True,False,IIIIIII,IIIZIII,979,68,True,False,IIIIIII,IIIZIII,979,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,323.8882183584118,7.270300000527641,2.5241999992431374,12.023699999190285
710002,27,IIIZIII,100000,14,IIIZIII,972,68,True,False,IIIIIII,IIIZIII,68,True,False,IIIIIII,IIIZIII,972,68,True,False,IIIIIII,IIIZIII,972,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,317.3890011664347,6.296300000030897,2.7135000000271248,11.35459999932209
710002,28,IIIIIXI,000110,14,IIIIIXI,942,68,True,False,IIIIIII,IIIIIXI,68,True,False,IIIIIII,IIIIIXI,942,68,True,False,IIIIIII,IIIIIXI,942,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,311.3960223698731,7.126599999537575,2.534199998990516,11.44870000098308
710002,29,IIIIIIX,000111,14,IIIIIIX,951,68,True,False,IIIIIII,IIIIIIX,68,True,False,IIIIIII,IIIIIIX,951,68,True,False,IIIIIII,IIIIIIX,951,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,316.3849725131396,7.919400000901078,2.513000001272303,12.31990000087535
710002,30,IIIIIIZ,111000,14,IIIIIIZ,990,68,True,False,IIIIIII,IIIIIIZ,68,True,False,IIIIIII,IIIIIIZ,990,68,True,False,IIIIIII,IIIIIIZ,990,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,326.6416613383544,6.197000000611297,3.9639999995415565,12.452599999960512
710002,31,IXIIIII,000010,14,IXIIIII,956,68,True,False,IIIIIII,IXIIIII,68,True,False,IIIIIII,IXIIIII,956,68,True,False,IIIIIII,IXIIIII,956,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,313.51585503462957,6.678300000203308,2.5621999993745703,11.024100000213366
710002,32,IZIIIII,010000,14,IZIIIII,1000,68,True,False,IIIIIII,IZIIIII,68,True,False,IIIIIII,IZIIIII,1000,68,True,False,IIIIIII,IZIIIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,324.16700689709376,7.998000000952743,2.4939999984781025,12.292699999306933
710002,33,IYIIIII,010010,14,IYIIIII,1000,78,True,False,IIIIIII,IYIIIII,78,True,False,IIIIIII,IYIIIII,1000,78,True,False,IIIIIII,IYIIIII,1000,78,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,327.85207550279705,7.086900001013419,2.585000000181026,11.927300000024843
710002,34,IIIIYII,101101,14,IIYIIYI,1000,276,False,True,IIYIYYI,IIIIYII,78,True,False,IIIIIII,IIIIYII,995,78,True,False,IIIIIII,IIIIYII,995,78,True,False,IIIIIII,198,198,1,1,True,True,False,accept_guarded_override,False,False,True,True,False,313.3410995715651,6.219499999133404,2.4556000007578405,10.373299999628216
710002,35,IIIXIII,000100,14,IIIXIII,1000,68,True,False,IIIIIII,IIIXIII,68,True,False,IIIIIII,IIIXIII,1000,68,True,False,IIIIIII,IIIXIII,1000,68,True,False,IIIIIII,0,0,0,0,False,False,False,same_as_baseline,False,False,False,False,False,322.71652666786736,7.271000000400818,2.494700000170269,11.51189999836788
